Size,Type,InstanceID,Repetition,Algorithm,Threads,TimeMS
35,strongly_correlated,8,0,Parallel,4,2.4776
35,strongly_correlated,8,0,Parallel,6,1.8512
35,strongly_correlated,8,0,Parallel,12,1.5477
35,strongly_correlated,9,0,SequentialOptimized,1,3.2571
35,strongly_correlated,9,0,Parallel,4,1.5552
35,strongly_correlated,9,0,Parallel,6,1.0478
35,strongly_correlated,9,0,Parallel,12,0.946
35,strongly_correlated,10,0,SequentialOptimized,1,0.0352
35,strongly_correlated,10,0,Parallel,4,0.5321
35,strongly_correlated,10,0,Parallel,6,0.3064
35,strongly_correlated,10,0,Parallel,12,1.294
35,strongly_correlated,11,0,SequentialOptimized,1,0.0465
35,strongly_correlated,11,0,Parallel,4,0.6009
35,strongly_correlated,11,0,Parallel,6,0.5494
35,strongly_correlated,11,0,Parallel,12,2.5298
35,strongly_correlated,12,0,SequentialOptimized,1,0.204
35,strongly_correlated,12,0,Parallel,4,0.5003
35,strongly_correlated,12,0,Parallel,6,0.6511
35,strongly_correlated,12,0,Parallel,12,1.0476
35,strongly_correlated,13,0,SequentialOptimized,1,0.1176
35,strongly_correlated,13,0,Parallel,4,0.9397
35,strongly_correlated,13,0,Parallel,6,0.9234
35,strongly_correlated,13,0,Parallel,12,1.5188
35,strongly_correlated,14,0,SequentialOptimized,1,0.3626
35,strongly_correlated,14,0,Parallel,4,7.6817
35,strongly_correlated,14,0,Parallel,6,1.0242
35,strongly_correlated,14,0,Parallel,12,1.5737
35,strongly_correlated,15,0,SequentialOptimized,1,0.5256
35,strongly_correlated,15,0,Parallel,4,0.6382
35,strongly_correlated,15,0,Parallel,6,0.3806
35,strongly_correlated,15,0,Parallel,12,1.2628
35,strongly_correlated,16,0,SequentialOptimized,1,186.624
35,strongly_correlated,16,0,Parallel,4,49.7753
35,strongly_correlated,16,0,Parallel,6,35.4107
35,strongly_correlated,16,0,Parallel,12,21.4901
35,strongly_correlated,17,0,SequentialOptimized,1,868.033
35,strongly_correlated,17,0,Parallel,4,260.873
35,strongly_correlated,17,0,Parallel,6,172.293
35,strongly_correlated,17,0,Parallel,12,94.6367
35,strongly_correlated,18,0,SequentialOptimized,1,2.0188
35,strongly_correlated,18,0,Parallel,4,1.1496
35,strongly_correlated,18,0,Parallel,6,0.7556
35,strongly_correlated,18,0,Parallel,12,2.5798
35,strongly_correlated,19,0,SequentialOptimized,1,4.5515
35,strongly_correlated,19,0,Parallel,4,2.3877
35,strongly_correlated,19,0,Parallel,6,1.4857
35,strongly_correlated,19,0,Parallel,12,1.1931
38,strongly_correlated,0,0,SequentialOptimized,1,276.988
38,strongly_correlated,0,0,Parallel,4,79.5693
38,strongly_correlated,0,0,Parallel,6,51.2152
38,strongly_correlated,0,0,Parallel,12,29.7436
38,strongly_correlated,1,0,SequentialOptimized,1,1.3126
38,strongly_correlated,1,0,Parallel,4,0.897
38,strongly_correlated,1,0,Parallel,6,0.5789
38,strongly_correlated,1,0,Parallel,12,0.9088
38,strongly_correlated,2,0,SequentialOptimized,1,465.206
38,strongly_correlated,2,0,Parallel,4,132.398
38,strongly_correlated,2,0,Parallel,6,88.3833
38,strongly_correlated,2,0,Parallel,12,50.1509
38,strongly_correlated,3,0,SequentialOptimized,1,0.6911
38,strongly_correlated,3,0,Parallel,4,0.6883
38,strongly_correlated,3,0,Parallel,6,0.4434
38,strongly_correlated,3,0,Parallel,12,0.7028
38,strongly_correlated,4,0,SequentialOptimized,1,138.962
38,strongly_correlated,4,0,Parallel,4,38.3839
38,strongly_correlated,4,0,Parallel,6,25.7611
38,strongly_correlated,4,0,Parallel,12,15.0997
38,strongly_correlated,5,0,SequentialOptimized,1,595.369
38,strongly_correlated,5,0,Parallel,4,170.189
38,strongly_correlated,5,0,Parallel,6,114.286
38,strongly_correlated,5,0,Parallel,12,64.6596
38,strongly_correlated,6,0,SequentialOptimized,1,340.815
38,strongly_correlated,6,0,Parallel,4,91.9886
38,strongly_correlated,6,0,Parallel,6,65.4822
38,strongly_correlated,6,0,Parallel,12,36.5864
38,strongly_correlated,7,0,SequentialOptimized,1,16.708
38,strongly_correlated,7,0,Parallel,4,5.0671
38,strongly_correlated,7,0,Parallel,6,3.277
38,strongly_correlated,7,0,Parallel,12,2.9406
38,strongly_correlated,8,0,SequentialOptimized,1,628.28
38,strongly_correlated,8,0,Parallel,4,181.666
38,strongly_correlated,8,0,Parallel,6,124.69
38,strongly_correlated,8,0,Parallel,12,68.3198
38,strongly_correlated,9,0,SequentialOptimized,1,1.0578
38,strongly_correlated,9,0,Parallel,4,0.737
38,strongly_correlated,9,0,Parallel,6,0.5122
38,strongly_correlated,9,0,Parallel,12,0.8196
40,strongly_correlated,0,0,SequentialOptimized,1,0.9675
40,strongly_correlated,0,0,Parallel,4,0.7721
40,strongly_correlated,0,0,Parallel,6,0.5914
40,strongly_correlated,0,0,Parallel,12,0.8538
40,strongly_correlated,1,0,SequentialOptimized,1,0.0452
40,strongly_correlated,1,0,Parallel,4,0.5836
40,strongly_correlated,1,0,Parallel,6,0.367
40,strongly_correlated,1,0,Parallel,12,0.6384
40,strongly_correlated,2,0,SequentialOptimized,1,3071.93
